id,created_at,account_acct,content_text,original_text
115304970054427544,2025-10-02T14:10:15.908000+00:00,SaltyDogFella,The Price of Unpredictability [URL],The Price of Unpredictability  https://www.foreignaffairs.com/united-states/price-unpredictability 
115304969973312608,2025-10-02T14:10:14.676000+00:00,CallMeRasti,چرا این دستگاه ایجاد پارازیت روی کانال‌های ماهواره‌ای رو خاموش نمی‌کنی تهی‌مغز مادرجنده؟. پاشم برم دو سه‌تا دکل مخابراتی بیارم پایین تا پیامم رو بشنوی؟.,چرا این دستگاه ایجاد پارازیت روی کانال‌های ماهواره‌ای رو خاموش نمی‌کنی تهی‌مغز مادرجنده؟. پاشم برم دو سه‌تا دکل مخابراتی بیارم پایین تا پیامم رو بشنوی؟. 
115304969956185208,2025-10-02T14:10:14.418000+00:00,Aerialslayer,This weeks stream schedule! See you tonight for more Silksong!!!,This weeks stream schedule! See you tonight for more Silksong!!! 
115304969935369591,2025-10-02T14:10:14.140000+00:00,tibrnowplayingbot,Artist: Ordos [URL] Support: [URL] Title: Unfolding Album: Sisyphean Audio Therapy Station: The Indie Beat Radio - Ambient Live: [URL] Up next: Placebo Button - 1F702 Visit: [URL] #tibrNowPlaying #theIndieBeatNowPlaying #tibrTheIndieBeatRadioAmbient,Artist:	Ordos Mk.0  Support:	https://bandwagon.fm/@679ce7448121f77ed344431b  Title:	Unfolding  Album:	 Sisyphean Audio Therapy  Station:	The Indie Beat Radio - Ambient  Live:	https://theindiebeat.fm/ambient Up next:	Placebo Button - 1F702 Visit:	https://theindiebeat.fm  #tibrNowPlaying #theIndieBeatNowPlaying #tibrTheIndieBeatRadioAmbient 
115304969882757754,2025-10-02T14:10:13.298000+00:00,openletterbot,"From a voter in 📍 Reston, VA [URL]","From a voter in 📍 Reston, VA https://resist.bot/letters/757d0d04-9d73-4089-aea6-20701d8e1605 "
115304969875422828,2025-10-02T14:10:13.197000+00:00,pressportal,African Energy Week (AEW) 2025: Zimbabwe Introduces 5-Pillar Energy Strategy Amid $9B Investment Drive Zimbabwe has introduced a five-pillar strategy the Zimbabwean National Energy Development Compact - aimed at advancing the developm... [URL] #pressrelease #AfricaNewsroom #bizcommunity #publicrelations #africa #southafrica,African Energy Week (AEW) 2025: Zimbabwe Introduces 5-Pillar Energy Strategy Amid $9B Investment Drive Zimbabwe has introduced a five-pillar strategy  the Zimbabwean National Energy Development Compact - aimed at advancing the developm... https://africanenergychamber.africa-newsroom.com/press/african-energy-week-aew-2025-zimbabwe-introduces-5pillar-energy-strategy-amid-9b-investment-drive?lang=en#mypressportal #pressrelease #AfricaNewsroom #bizcommunity #publicrelations #africa #southafrica 
115304969766255233,2025-10-02T14:10:11.520000+00:00,recipe_tipss,"Escape Prevention Guide | Eating Falling makes the whole world different - and not just because of the changing leaves. Suddenly, you can wander a lot of time out without melting in the heat, time to make a holiday dishes hit with dinner tables, loudly go to a sense of possibility. (The spirit of change is not for spring.) This autumn, don't settle for a stop at your local pumpkin patch; Make a trip that inspires and builds up on you, even touring the most recent... [URL]","Escape Prevention Guide | Eating Falling makes the whole world different - and not just because of the changing leaves. Suddenly, you can wander a lot of time out without melting in the heat, time to make a holiday dishes hit with dinner tables, loudly go to a sense of possibility. (The spirit of change is not for spring.) This autumn, don't settle for a stop at your local pumpkin patch; Make a trip that inspires and builds up on you, even touring the most recent… https://startyourdownload.com/recipes/2025/10/02/escape-prevention-guide-eating/ "
115304969566127904,2025-10-02T14:10:08.483000+00:00,GetMusic,"Free download codes: Calcushac - Pico ""Aural hike between fog, clouds and sky"" [URL] #ambient #electronic #experimental #downtempo #music","Free download codes: Calcushac - Pico ""Aural hike between fog, clouds and sky"" https://getmusic.fm/l/5WLlvn #ambient #electronic #experimental #downtempo #music "
115304969458268449,2025-10-02T14:10:06.821000+00:00,rssibcnews,"DHSUD orders suspension of housing amortization in quake, typhoon-affected areas For more details, please visit [URL]","DHSUD orders suspension of housing amortization in quake, typhoon-affected areas For more details, please visit https://ibctv13.com/dhsud-orders-suspension-of-housing-amortization-in-quake-typhoon-affected-areas/ "
115304969449921057,2025-10-02T14:10:06.691000+00:00,oversecurity,Red Teaming & Jazz: Creativity as a Service Red Teaming & Jazz: Creativity as a Service Foreword I had been missing on this blog for a bit and I told myself it was time to go back to writing... 🔗️ [Yarix] [URL],Red Teaming & Jazz: Creativity as a Service Red Teaming & Jazz: Creativity as a Service Foreword I had been missing on this blog for a bit and I told myself it was time to go back to writing... 🔗️ [Yarix] https://link.is.it/UT6Z92 
115304969414581843,2025-10-02T14:10:06.168000+00:00,OmroepWest,ME grijpt in bij Gaza-demonstratie in Den Haag #OmroepWest #DenHaag [URL],ME grijpt in bij Gaza-demonstratie in Den Haag #OmroepWest #DenHaag https://owst.nl/5019038/M 
115304969175889785,2025-10-02T14:10:02.510000+00:00,verge,Ghost of Yōtei can be chill or brutal with its new cinematic modes [URL],Ghost of Yōtei can be chill or brutal with its new cinematic modes https://www.theverge.com/games/789026/ghost-of-yotei-cinematic-modes-kurosawa-miike-watanabe 
115304969162143650,2025-10-02T14:10:02.314000+00:00,actu_be_fr,"[dhnet] Flottille humanitaire pour Gaza: ""Il est faux de prétendre que le gouvernement reste inactif"", se défend Maxime Prévot #Belgique [URL]","[dhnet] Flottille humanitaire pour Gaza: ""Il est faux de prétendre que le gouvernement reste inactif"", se défend Maxime Prévot #Belgique https://www.dhnet.be/actu/belgique/2025/10/02/flottille-humanitaire-pour-gaza-il-est-faux-de-pretendre-que-le-gouvernement-reste-inactif-se-defend-maxime-prevot-RVXG7NOPL5A5VO7AHHUI5CHLYQ/ "
115304969134662399,2025-10-02T14:10:01.888000+00:00,actu_be_fr,[dhnet] Gros contrôle de police et un hélicoptère déployé à Grâce-Hollogne : voici ce qu’il s’est passé #Liège [URL],[dhnet] Gros contrôle de police et un hélicoptère déployé à Grâce-Hollogne : voici ce qu’il s’est passé #Liège https://www.dhnet.be/regions/liege/2025/10/02/gros-controle-de-police-et-un-helicoptere-deployes-a-grace-hollogne-voici-ce-quil-sest-passe-DMORWX6VJZCY3GYSBIOJPD6WEE/ 
115304969133404112,2025-10-02T14:10:01.864000+00:00,alreporter,Ivey announced Alabama’s strong economic fundamentals and business-friendly environment earned a top 10 ranking from “Area Development” magazine. [URL],Ivey announced Alabama’s strong economic fundamentals and business-friendly environment earned a top 10 ranking from “Area Development” magazine. https://www.alreporter.com/2025/10/02/national-publication-ranks-alabama-as-a-top-state-for-doing-business/ 
115304968587985244,2025-10-02T14:09:53.541000+00:00,enterweek,"SF 만화의 걸작 ‘기생수’ 컬러 스크롤 웹툰으로, 네이버웹툰 ‘매일+’와 네이버시리즈에서 독점 서비스 표지 이미지 cHitoshi Iwaaki/Kodansha Ltd. 네이버웹툰은 7월 1일부터 이와아키 히토시 작가의 SF 만화 '기생수'를 컬러 스크롤 웹툰으로 '매일+(플러스)'와 네이버시리즈에서 독점 서비스한다고 밝혔다. ​ 이번에 선보이는 컬러 스크롤 웹툰 '기생수'는 원작의 감동을 그대로 살리면서도 세로 스크롤 방식으로 새로운 읽기 경험을 제공한다. 매주 2화씩 연재되며, 네이버웹툰 ‘매일+’와 네이버시리즈에서만 독점으로 만날 수 있다. ​ 7월 1일부터 7월 30일까지 네이버시리즈에서 '기생수 단행본'과 '기생수 리버시 단행본'을 개별 낱권 10% 할인된 가격으로 소장할 수 있으며, '기생수 컬러 스크롤 웹툰'은 매일 밤 10시 무료로 감상할 수 있다. [URL]","SF 만화의 걸작 ‘기생수’ 컬러 스크롤 웹툰으로, 네이버웹툰 ‘매일+’와 네이버시리즈에서 독점 서비스 표지 이미지 ⓒHitoshi Iwaaki/Kodansha Ltd. 네이버웹툰은 7월 1일부터 이와아키 히토시 작가의 SF 만화 '기생수'를 컬러 스크롤 웹툰으로 '매일+(플러스)'와 네이버시리즈에서 독점 서비스한다고 밝혔다. ​ 이번에 선보이는 컬러 스크롤 웹툰 '기생수'는 원작의 감동을 그대로 살리면서도 세로 스크롤 방식으로 새로운 읽기 경험을 제공한다. 매주 2화씩 연재되며, 네이버웹툰 ‘매일+’와 네이버시리즈에서만 독점으로 만날 수 있다. ​ 7월 1일부터 7월 30일까지 네이버시리즈에서 '기생수 단행본'과 '기생수 리버시 단행본'을 개별 낱권 10% 할인된 가격으로 소장할 수 있으며, '기생수 컬러 스크롤 웹툰'은 매일 밤 10시 무료로 감상할 수 있다. https://xn--li5buvo0smwa.kr/archives/172165?utm_source=mastodon&utm_medium=jetpack_social "
115304968340476146,2025-10-02T14:09:49.764000+00:00,ZapXA,"Tire pressure got you stressed? 🚗💨 Dive into our ""TPMS Sensors 2025: Complete Guide to Replacement, Cost & Best Tools""! Unlock expert tips, save cash & keep your ride safe. Ready to roll? Click here: [URL]","Tire pressure got you stressed? 🚗💨 Dive into our ""TPMS Sensors 2025: Complete Guide to Replacement, Cost & Best Tools""! Unlock expert tips, save cash & keep your ride safe. Ready to roll? Click here: https://www.zapxa.com/tpms-sensors-replacement-cost-best-tools "
115304968315872632,2025-10-02T14:09:49.405000+00:00,aboveedxw,#HEMS: #CHXE5 Airbus Helicopters MBB-BK 117 D-3 (H145) D-HXFM [URL] 0020 • 16:09:07 #InRange #adsb,#HEMS: #CHXE5    Airbus Helicopters MBB-BK 117 D-3 (H145) D-HXFM https://globe.adsbexchange.com/?icao=3e0fea 0020 • 16:09:07 #InRange #adsb 
115304967887597310,2025-10-02T14:09:42.854000+00:00,theankoletimes,"The BIG FIX Uganda Celebrates the 11th Graduation of Comfort Dog Guardians Gulu, Uganda - The BIG FIX Uganda, an animal welfare organization has celebrated the 11th graduation ceremony of its comfort Dog Project guardians, a program that pairs specially trained dogs with survivors of trauma to promote healing and emotional well-being. Speaking during the event, Francis Okello Oloya, Director of the Dog Comfort Program emphasized the unique role dogs play as therapy... [URL]","The BIG FIX Uganda Celebrates the 11th Graduation of Comfort Dog Guardians Gulu, Uganda - The BIG FIX Uganda, an animal welfare organization has celebrated the 11th graduation ceremony of its comfort Dog Project guardians, a program that pairs specially trained dogs with survivors of trauma to promote healing and emotional well-being. Speaking during the event, Francis Okello Oloya, Director of the Dog Comfort Program emphasized the unique role dogs play as therapy… https://ankoletimes.co.ug/news/the-big-fix-uganda-celebrates-the-11th-graduation-of-comfort-dog-guardians/?utm_source=mastodon&utm_medium=jetpack_social "
115304967705397605,2025-10-02T14:09:40.092000+00:00,NicePrivateJets,✈️ TAKEOFF 📝 Registration: 4400E3 🗺️ Track: [URL] 📊 Today's Stats: 407 private flights tracked (100% of total flights) #Aviation #PrivateJet,✈️ TAKEOFF 📝 Registration: 4400E3 🗺️ Track: https://map.opensky-network.org/?icao=4400e3 📊 Today's Stats: 407 private flights tracked (100% of total flights) #Aviation #PrivateJet 
115304967635124854,2025-10-02T14:09:39.021000+00:00,sifaseven,"#ScribesAndMakers Day 2: Are you harder on yourself or others when critiquing creative work? Why do you think that is? Myself, for sure. I read other writers' work or see other artists' drawings and painting and tend to be pretty hard on myself. I was brought up to think about others before myself, so there's that hangup. #writing #writingcommunity","#ScribesAndMakers Day 2: Are you harder on yourself or others when critiquing creative work? Why do you think that is? Myself, for sure. I read other writers' work or see other artists' drawings and painting and tend to be pretty hard on myself. I was brought up to think about others before myself, so there's that hangup. #writing #writingcommunity "
115304967544864106,2025-10-02T14:09:37.637000+00:00,LatestNewsX,"‘RIDICULOUS’: Hosts LOSE IT over Pelosi’s answer on AOC’s influence (Video) 'Fox & Friends' co-hosts discuss Democrats' response to the government shutdown after Rep. Alexandria Ocasio-Cortez urged her Republican colleagues to visit her office and 'negotiate with me directly.' #foxnews #politics #shutdown #AOC #Pelosi Become a Channel Member & unlock behind-the-scenes, bonus videos, and more! [URL] Subscribe to Fox News: Watch more Fox News... [URL]","‘RIDICULOUS’: Hosts LOSE IT over Pelosi’s answer on AOC’s influence (Video) 'Fox & Friends' co-hosts discuss Democrats' response to the government shutdown after Rep. Alexandria Ocasio-Cortez urged her Republican colleagues to visit her office and 'negotiate with me directly.' #foxnews #politics #shutdown #AOC #Pelosi Become a Channel Member & unlock behind-the-scenes, bonus videos, and more! www.youtube.com/@FoxNews/join Subscribe to Fox News: Watch more Fox News… https://www.latestnewsx.com/video/ridiculous-hosts-lose-it-over-pelosis-answer-on-aocs-influence-video/ "
115304967492903909,2025-10-02T14:09:36.831000+00:00,enterweek,"네이버, 판매자 AI 광고 역량 강화 및 경험 확장 돕기 위해 ‘ADVoost 쇼핑’ 설루션 지원 시작 네이버(주)(대표이사 최수연)는 빠르게 변화하는 시장 환경에 발맞춰, 판매자들이 광고와 커머스 분야에서 AI 역량을 강화할 수 있도록 필요한 기술과 설루션 지원에 적극 나선다. 이를 통해 판매자들이 사업 운영 전반에서 광고, 마케팅, CRM 등 AI 설루션에 대한 이해도와 접근성을 높여 급변하는 시장 변화에 유연하게 대응하고 지속 가능한 성장을 이룰 수 있도록 돕겠다는 계획이다. ​ 판매자 AI 설루션 경험 기회 확대를 통한 성장 지원 강화 ... [URL]","네이버, 판매자 AI 광고 역량 강화 및 경험 확장 돕기 위해 ‘ADVoost 쇼핑’ 설루션 지원 시작 네이버㈜(대표이사 최수연)는 빠르게 변화하는 시장 환경에 발맞춰, 판매자들이 광고와 커머스 분야에서 AI 역량을 강화할 수 있도록 필요한 기술과 설루션 지원에 적극 나선다. 이를 통해 판매자들이 사업 운영 전반에서 광고, 마케팅, CRM 등 AI 설루션에 대한 이해도와 접근성을 높여 급변하는 시장 변화에 유연하게 대응하고 지속 가능한 성장을 이룰 수 있도록 돕겠다는 계획이다. ​ 판매자 AI 설루션 경험 기회 확대를 통한 성장 지원 강화 … https://xn--li5buvo0smwa.kr/archives/172164?utm_source=mastodon&utm_medium=jetpack_social "
115304967481337266,2025-10-02T14:09:36.663000+00:00,charlesgaba,33 DAYS TO GO. #VIRGINIA Dems need to keep control of the legislature and regain the Governor's office. Massive protest turnout won't mean ANYTHING unless people also VOTE FOR DEMOCRATS UP & DOWN THE BALLOT. Donate today! #Blue25 [URL],33 DAYS TO GO. #VIRGINIA Dems need to keep control of the legislature and regain the Governor's office. Massive protest turnout won't mean ANYTHING unless people also VOTE FOR DEMOCRATS UP & DOWN THE BALLOT. Donate today! #Blue25 https://secure.actblue.com/donate/vablue25?refcode=masto 
115304967109999280,2025-10-02T14:09:30.988000+00:00,radicalrubricbot,Hmm Wheres Wiggler. I know i'll find him faster with the fast skills Jesus gave me.,Hmm Wheres Wiggler. I know i'll find him faster with the fast skills Jesus gave me. 
115304966865275914,2025-10-02T14:09:27.254000+00:00,danlaw83,"""I unsubscribe I unsubscribe This ain't no way of life I don't believe the hype""","""I unsubscribe I unsubscribe This ain't no way of life I don't believe the hype"" "
115304966861523124,2025-10-02T14:09:27.195000+00:00,indie1023_playlist,8:08am Watch Me Go by Lord Huron from The Cosmic Selector Vol. 1,8:08am Watch Me Go by Lord Huron from The Cosmic Selector Vol. 1 
115304966744085335,2025-10-02T14:09:25.404000+00:00,levelbot,warning - extreme meat levels detected (92%) ■■■■■■■■■□,warning - extreme meat levels detected (92%)  ■■■■■■■■■□ 
115304966618861634,2025-10-02T14:09:23.487000+00:00,pacificdailynews,"Why this retirement company’s CEO is a huge supporter of private equity in your 401(k) The train has already left the station, says Empower’s Ed Murphy. [URL]","Why this retirement company’s CEO is a huge supporter of private equity in your 401(k) The train has already left the station, says Empower’s Ed Murphy. https://pacificdailynews.com/why-this-retirement-companys-ceo-is-a-huge-supporter-of-private-equity-in-your-401k/?utm_source=mastodon&utm_medium=jetpack_social "
115304966536246520,2025-10-02T14:09:22.261000+00:00,filmfreakmafia,The 15 Best Fictional Cars In Movies & TV Shows | Samuel SlashFilm (@ [URL] )Stone for [URL],The 15 Best Fictional Cars In Movies & TV Shows | Samuel SlashFilm (@slashfilm.com)Stone for https://www.slashfilm.com/1962402/best-fictional-cars-movies-tv-shows/ 
115304966468866057,2025-10-02T14:09:21.220000+00:00,sewhappyquiltersassociation,Spring Greens for Alan (2of2) Maker: Jane Munns Designed by: Jane Munns Sponsored by: The Sew Happy Quilters' Association Category: For The Joy of Sharing at The Festival of Quilts 🌐 [URL] 🔗 [URL] [URL] #quilts #sewing #quilting #patchwork #shqa,Spring Greens for Alan (2of2) Maker: Jane Munns Designed by: Jane Munns Sponsored by: The Sew Happy Quilters' Association Category: For The Joy of Sharing at The Festival of Quilts 🌐https://www.shqa.co.uk 🔗https://t.mtrbio.com/shqa https://www.instagram.com/p/DPTz74YDvXg/?utm_source=dlvr.it&utm_medium=mastodon #quilts #sewing #quilting #patchwork #shqa 
115304966169202107,2025-10-02T14:09:16.634000+00:00,guilleucm,rayo luz dedo gusto sien,rayo luz dedo gusto sien 
115304966129384120,2025-10-02T14:09:16.033000+00:00,copblaster,Catherine G Haynes in Georgia: Name: Catherine G Haynes State: Georgia Agency: Sandersville Police Decertified Since: 2000 [URL] #CatherineGHaynes #SandersvillePolice #GeorgiaLawEnforcement #PoliceDecertification #AccountabilityInPolicing,Catherine G Haynes in Georgia: Name: Catherine G Haynes State: Georgia Agency: Sandersville Police Decertified Since: 2000 https://copblaster.com/cop/11883/catherine-g-haynes?utm_source=dlvr.it&utm_medium=mastodon #CatherineGHaynes #SandersvillePolice #GeorgiaLawEnforcement #PoliceDecertification #AccountabilityInPolicing 
115304965806842307,2025-10-02T14:09:11.103000+00:00,RobertWKuypers,“3 Menu Items That Are Secretly Killing Your Profit” By Robert W. Kuypers | [URL] Introduction: The Sacred Cow on Your Menu Every restaurant has at least one “sacred cow” on the menu. Sometimes it’s literally beef. Sometimes it’s that towering burger with six toppings. Sometimes it’s Grandma’s Famous Lasagna that’s been passed down since the Eisenhower administration. It’s the dish everyone swears they love. Guests post it on Instagram. [URL],“3 Menu Items That Are Secretly Killing Your Profit” By Robert W. Kuypers | KuypersCreative.com Introduction: The Sacred Cow on Your Menu Every restaurant has at least one “sacred cow” on the menu. Sometimes it’s literally beef. Sometimes it’s that towering burger with six toppings. Sometimes it’s Grandma’s Famous Lasagna that’s been passed down since the Eisenhower administration. It’s the dish everyone swears they love. Guests post it on Instagram. https://kuyperscreative.com/3-menu-items-that-are-secretly-killing-your-profit/?utm_source=mastodon&utm_medium=jetpack_social 
115304965722323056,2025-10-02T14:09:09.814000+00:00,bebe_loves_shoes,I'm trying eyeshadow that makes you stronger today!,I'm trying eyeshadow that makes you stronger today! 
115304965672079165,2025-10-02T14:09:09.066000+00:00,Snoro,"Fewer Than 1% of Listed Companies Align Spending With Net-Zero Goals Despite bold net-zero promises, companies are failing to back them with investment and are underestimating their broader climate risks [URL] #ClimateChange #GlobalWarming #IrreversibleOverheating #UpheavalClimate #GlobalBurning #ClimateDestruction #ClimateSuicide #MassExtinction #pollution #ecology #environment #climate","Fewer Than 1% of Listed Companies Align Spending With Net-Zero Goals Despite bold net-zero promises, companies are failing to back them with investment and are underestimating their broader climate risks https://impakter.com/listed-major-companies-net-zero-decarbonization-goals-not-aligned-spending/ #ClimateChange #GlobalWarming #IrreversibleOverheating #UpheavalClimate #GlobalBurning #ClimateDestruction #ClimateSuicide #MassExtinction #pollution #ecology #environment #climate "
115304965583570995,2025-10-02T14:09:07.685000+00:00,SaltyDogFella,‘You are unleashed’: White House officials rally Memphis law [Memphis 🎶 Bob Marley]( [URL] [URL] [Tennessee 🇺🇸🗺️] ( [URL],‘You are unleashed’: White House officials rally Memphis law  [Memphis 🎶 Bob Marley](https://music.apple.com/us/album/memphis/387065823?i=387066123 https://music.apple.com/us/album/memphis/387065823?i=387066123) [Tennessee 🇺🇸🗺️] (https://bsky.app/profile/did:plc:vig5txmvxugry3h5x36mcva2/feed/aaaehiloqzcse) 
115304965476699982,2025-10-02T14:09:06.067000+00:00,enterweek,"“달라진 여름 아이템” 크림, 6월 거래 데이터 기반 ‘스위치 썸머’ 패션 트렌드 3종 발표 한정판 거래 플랫폼 크림(KREAM)이 6월 한 달 간의 거래 데이터를 바탕으로, 반팔∙ 슈즈∙ 아이웨어 패션 카테고리에서 변화를 이끈 ‘스위치 썸머(Switch Summer)’ 아이템 3종을 발표했다. ​ 크림이 선정한 ‘스위치 썸머’ 아이템은 마니아 중심 소비에서 캐주얼 영역으로 확장된 ▲크롬하츠 반팔 티셔츠, 크록스를 대체할 여름 슈즈로 부상한 ▲나이키 리액트 X 리주버네이트, 러닝족과 휴가철 수요에 맞물려 새롭게 주목받은 ▲접는 선글라스다. ​ 여름 시즌을 맞아 반팔 티셔츠 수요가 증가한 가운데 6월 첫째 주 ‘크롬하츠 반소매 티셔츠’ 키워드 검색량은 전주 대비 1,785%(약 19배) 급증했다. [URL]","“달라진 여름 아이템” 크림, 6월 거래 데이터 기반 ‘스위치 썸머’ 패션 트렌드 3종 발표 한정판 거래 플랫폼 크림(KREAM)이 6월 한 달 간의 거래 데이터를 바탕으로, 반팔∙ 슈즈∙ 아이웨어 패션 카테고리에서 변화를 이끈 ‘스위치 썸머(Switch Summer)’ 아이템 3종을 발표했다. ​ 크림이 선정한 ‘스위치 썸머’ 아이템은 마니아 중심 소비에서 캐주얼 영역으로 확장된 ▲크롬하츠 반팔 티셔츠, 크록스를 대체할 여름 슈즈로 부상한 ▲나이키 리액트 X 리주버네이트, 러닝족과 휴가철 수요에 맞물려 새롭게 주목받은 ▲접는 선글라스다. ​ 여름 시즌을 맞아 반팔 티셔츠 수요가 증가한 가운데 6월 첫째 주 ‘크롬하츠 반소매 티셔츠’ 키워드 검색량은 전주 대비 1,785%(약 19배) 급증했다. https://xn--li5buvo0smwa.kr/archives/172160?utm_source=mastodon&utm_medium=jetpack_social "
115304965426719369,2025-10-02T14:09:05.315000+00:00,the_colorado_sound_playlist,8:08am Dead of Night by Orville Peck from Pony #KJAC #TheColoradoSound #OrvillePeck,8:08am Dead of Night by Orville Peck from Pony #KJAC #TheColoradoSound #OrvillePeck 
115304965267444218,2025-10-02T14:09:02.880000+00:00,wholisticresearch,"WholisticResearch brain training games provide scientifically-backed cognitive enhancement through targeted neuroplasticity exercises. Four interactive games challenge memory, attention, processing speed & executive function. Research shows 15-25% cognitive improvement in 4-6 weeks of regular practice. #WholisticResearch #BrainTraining #CognitiveHealth #Neuroplasticity [URL]","WholisticResearch brain training games provide scientifically-backed cognitive enhancement through targeted neuroplasticity exercises. Four interactive games challenge memory, attention, processing speed & executive function. Research shows 15-25% cognitive improvement in 4-6 weeks of regular practice. #WholisticResearch #BrainTraining #CognitiveHealth #Neuroplasticity https://www.wholisticresearch.com/brain-training-games/ "
115304964929199495,2025-10-02T14:08:57.713000+00:00,LatestNewsX,"Chhattisgarh: 103 Maoists lay down arms in Bijapur In a big step forward against left-wing extremism in India, 103 Maoists laid down their arms and surrendered to police in Chhattisgarh's Bijapur district on October 2. The event lined up perfectly with Gandhi Jayanti, highlighting a push toward peace over violence. This mass surrender deals a serious blow to the Maoist network in the region. Among the group, 49 hardcore members carried bounties worth a total of Rs [URL] ... [URL]","Chhattisgarh: 103 Maoists lay down arms in Bijapur In a big step forward against left-wing extremism in India, 103 Maoists laid down their arms and surrendered to police in Chhattisgarh's Bijapur district on October 2. The event lined up perfectly with Gandhi Jayanti, highlighting a push toward peace over violence. This mass surrender deals a serious blow to the Maoist network in the region. Among the group, 49 hardcore members carried bounties worth a total of Rs 1.06… https://www.latestnewsx.com/world/india/chhattisgarh-103-maoists-lay-down-arms-in-bijapur/ "
115304964777723860,2025-10-02T14:08:55.392000+00:00,euobserver,"The European Commission is unclear on how it obtained the consent of the Sarhawi people for a new trade agreement with Morocco, which covers the occupied territories of the Western Sahara. [URL]","The European Commission is unclear on how it obtained the consent of the Sarhawi people for a new trade agreement with Morocco, which covers the occupied territories of the Western Sahara. https://euobserver.com/eu-and-the-world/are591da20 "
115304964702273289,2025-10-02T14:08:54.259000+00:00,RealJournalism,A feud is escalating over Big Oil’s plans to protect Prince William Sound from another spill [URL] #Alaska,A feud is escalating over Big Oil’s plans to protect Prince William Sound from another spill https://alaskabeacon.com/2025/10/02/a-feud-is-escalating-over-big-oils-plans-to-protect-prince-william-sound-from-another-spill/ #Alaska 
115304964638989714,2025-10-02T14:08:53.284000+00:00,warblington,3:08PM - The barrier forecast for the next 30 minutes is shown below.,3:08PM - The barrier forecast for the next 30 minutes is shown below. 
115304964638250627,2025-10-02T14:08:53.333000+00:00,wtc2026,🎟️ Secure your spot for the biggest football event in history! 🏟️ * 2026 World Cup - Match 11 (Group F)* 📅 Sun Jun 14 2026 00:00:00 GMT-0400 (Eastern Daylight Time) 💰 Price: $820 👉 Buy Now: [URL] #FIFA #BiggestStage #Football #WorldCup2026 #SportsEvents,🎟️ Secure your spot for the biggest football event in history! 🏟️ * 2026 World Cup - Match 11 (Group F)* 📅 Sun Jun 14 2026 00:00:00 GMT-0400 (Eastern Daylight Time) 💰 Price: $820 👉 Buy Now: https://vivid-seats.pxf.io/55N7b2 #FIFA #BiggestStage #Football #WorldCup2026 #SportsEvents 
115304964415975603,2025-10-02T14:08:49.894000+00:00,InnerMastery22,"12 Self-Defeating Behaviours Secretly Controlling Your Life Self-defeating behaviours impede development, limit well-being, and keep people stuck in unfavourable patterns. Self-defeating behaviours can be the result of unspoken concerns, low self-esteem, and false beliefs. READ MORE: [URL] #selfdefeatingbehaviours #selfdefense #selfgrowth #unconsciousbehaviours #psychology","12 Self-Defeating Behaviours Secretly Controlling Your Life Self-defeating behaviours impede development, limit well-being, and keep people stuck in unfavourable patterns. Self-defeating behaviours can be the result of unspoken concerns, low self-esteem, and false beliefs. READ MORE: https://innermasteryhub.com/self-defeating-behaviours/ #selfdefeatingbehaviours #selfdefense #selfgrowth #unconsciousbehaviours #psychology "
115304964285692212,2025-10-02T14:08:47.893000+00:00,news_s,October 2025 Issue Of Electronics For You CIRCUIT IDEA: Delay-Off Appliance Timer PROJECT: Laptop-Based HMI For DC Motor Speed And Direction Control PROJECT: An IoT Gas And Environment Monitor Sensor PROJECT: Water Level And Temperature Monitor With TFT Graphics Using Arduino PROJECT: Pi Zero World Wide Web Streaming On Mobile Hotspot PROJECT: A Small Touch-Controlled Solid State Relay [URL],October 2025 Issue Of Electronics For You CIRCUIT IDEA: Delay-Off Appliance Timer PROJECT: Laptop-Based HMI For DC Motor Speed And Direction Control PROJECT: An IoT Gas And Environment Monitor Sensor PROJECT: Water Level And Temperature Monitor With TFT Graphics Using Arduino PROJECT: Pi Zero World Wide Web Streaming On Mobile Hotspot PROJECT: A Small Touch-Controlled Solid State Relay https://news-s.online/october-2025-issue-of-electronics-for-you/ 
115304964054353254,2025-10-02T14:08:44.364000+00:00,SimpsonsFrames,"S10E11 Wild Barts Can't Be Broken (2:00) Air Date: Sunday, January 17, 1999 ""I AM DENNIS CONROY, AND HERE COME YOUR Isotopes! (scattered boos) (all gasping for breath)"" [URL]","S10E11 Wild Barts Can't Be Broken (2:00) Air Date: Sunday, January 17, 1999 ""I AM DENNIS CONROY, AND HERE COME YOUR Isotopes! (scattered boos) (all gasping for breath)"" https://frinkiac.com/caption/S10E11/120402 "
115304963988665262,2025-10-02T14:08:43.369000+00:00,theslowmusicmovement,"""it always amazes me how such cohesive arrangements can be collaged from such shattered sonics"" [URL] For more great horizontal listening sink into the Slow Ambient Playlist: [URL] #microsounds #ambient #slow #music #independent #artist #germany","""it always amazes me how such cohesive arrangements can be collaged from such shattered sonics"" https://www.theslowmusicmovement.org/post/f-s-blumm-nils-frahm-handling-leiter-ambient For more great horizontal listening sink into the Slow Ambient Playlist: https://www.submithub.com/link/slow-ambient-playlist #microsounds #ambient #slow #music #independent #artist #germany "
