id,label
34510,horse
14075,automobile
1841,horse
1997,ship
37291,deer
12563,truck
3480,truck
16714,frog
18693,truck
1036,frog
41522,cat
5844,airplane
40961,bird
47191,automobile
29281,airplane
13697,horse
42306,automobile
5643,airplane
21990,frog
18647,bird
25981,dog
14210,automobile
38627,cat
18526,airplane
42501,horse
7609,truck
25126,bird
19814,deer
17893,bird
4798,automobile
48715,horse
25920,dog
12413,automobile
522,deer
23644,horse
9766,automobile
14448,deer
27851,airplane
6473,deer
10143,ship
2142,cat
21486,truck
29788,deer
41685,frog
26285,truck
4279,frog
9877,bird
45480,cat
5681,frog
34059,frog
12660,airplane
4008,cat
41655,automobile
45747,dog
2185,automobile
48031,automobile
32520,deer
22139,horse
33564,truck
21819,cat
39166,cat
1707,truck
34220,bird
27203,airplane
11284,airplane
28047,truck
44314,cat
35297,cat
35619,truck
11756,truck
25403,deer
7946,horse
28471,deer
14598,airplane
4940,horse
14109,cat
15236,horse
28156,cat
30467,bird
20381,truck
211,frog
10420,deer
46033,horse
36190,horse
7190,dog
47486,dog
4676,truck
9437,horse
44506,horse
38466,deer
1356,dog
19073,truck
15932,airplane
24000,airplane
35004,horse
466,ship
41823,deer
10534,truck
38760,truck
39204,frog
29797,dog
43724,horse
48612,ship
45425,bird
650,bird
15018,dog
7579,dog
19262,deer
13540,horse
37282,deer
47991,ship
25566,frog
4534,automobile
40398,deer
4827,truck
36405,airplane
8060,automobile
46818,cat
15199,ship
33373,ship
6914,cat
32169,automobile
20930,cat
25565,bird
10533,frog
47615,truck
38286,airplane
11961,cat
33483,deer
11909,airplane
10666,frog
12611,ship
7780,dog
5045,horse
41722,bird
24415,ship
35050,dog
10820,automobile
11351,horse
20668,automobile
39655,automobile
41946,cat
933,dog
3410,truck
23249,automobile
24593,airplane
10599,horse
31032,dog
651,airplane
36001,cat
708,ship
46888,bird
15033,dog
36969,deer
17613,dog
3981,ship
25689,cat
33587,deer
11993,bird
18575,dog
37992,ship
42566,frog
46318,frog
2079,deer
42119,horse
32791,airplane
6249,dog
45743,dog
2253,frog
33812,bird
36097,deer
4839,dog
47271,horse
13099,automobile
30806,horse
47355,frog
14782,deer
43349,ship
3471,frog
1263,truck
42642,frog
11611,dog
48618,automobile
15557,dog
15186,frog
5193,cat
17264,truck
43592,truck
18952,airplane
26694,airplane
22314,bird
33509,bird
23507,horse
31447,deer
32343,dog
2369,ship
45642,cat
4349,airplane
24754,airplane
6255,frog
33926,cat
39477,automobile
10810,cat
23397,automobile
22599,truck
38802,bird
18938,truck
29648,ship
343,cat
42651,cat
12619,cat
4172,automobile
13498,airplane
17963,ship
12662,dog
36962,cat
3688,deer
19195,deer
32898,ship
8098,airplane
32937,cat
30898,horse
31861,deer
35948,bird
48252,bird
15680,horse
46055,airplane
14557,horse
47559,horse
18419,deer
4061,airplane
2836,deer
48361,deer
10707,deer
23498,ship
865,bird
7349,frog
26249,automobile
17189,bird
35722,bird
39828,truck
40143,frog
35650,automobile
8659,truck
26862,horse
6963,frog
48286,cat
20858,automobile
26147,bird
46745,truck
22872,horse
47336,bird
19009,horse
39188,cat
23579,automobile
15746,ship
37094,deer
31979,cat
27661,frog
18198,deer
5488,ship
43594,bird
25336,deer
30662,automobile
13249,airplane
26420,frog
33522,ship
14220,horse
44052,automobile
47807,ship
44408,dog
10757,bird
42372,ship
38521,bird
14004,frog
43191,bird
40682,dog
49854,frog
31010,truck
33749,automobile
8641,horse
11177,airplane
39600,cat
11522,deer
23453,bird
19356,truck
5958,deer
34653,frog
4428,horse
27767,cat
37023,airplane
26714,deer
31311,deer
7313,automobile
29389,frog
7451,horse
42697,bird
11292,cat
35583,cat
23294,bird
1750,ship
29547,automobile
35511,dog
14449,automobile
1068,bird
37925,cat
8502,truck
24776,cat
37501,cat
40931,horse
44557,ship
43876,airplane
751,dog
33616,automobile
23166,bird
4430,deer
879,cat
44337,deer
6256,horse
29142,frog
41402,bird
11617,ship
17410,automobile
47387,dog
34730,bird
43950,airplane
44498,dog
35072,cat
35984,frog
21503,dog
15111,frog
37003,ship
48077,ship
1163,ship
16171,truck
9045,horse
1453,ship
32190,automobile
26317,ship
19443,truck
36387,airplane
49986,ship
19387,airplane
3123,frog
46709,dog
38160,truck
25663,dog
46639,dog
9189,ship
41215,bird
30547,truck
6272,horse
48895,bird
99,deer
28814,cat
43261,horse
16303,truck
46141,automobile
20510,ship
1360,bird
15116,airplane
40705,bird
31450,cat
30586,deer
16449,airplane
7012,horse
29576,dog
14500,airplane
42011,airplane
22579,ship
33051,automobile
6420,dog
47844,ship
2269,automobile
48047,deer
30707,frog
44084,ship
21326,dog
39558,truck
16159,automobile
18388,cat
15786,truck
6700,horse
7058,dog
32786,dog
25852,frog
30162,truck
20917,airplane
23306,truck
48989,bird
43106,cat
47747,ship
45517,airplane
16000,horse
18837,deer
15949,ship
40477,airplane
18128,cat
15681,truck
18885,frog
21546,ship
47253,bird
3315,deer
18718,bird
1091,automobile
34180,automobile
7452,ship
18196,horse
32726,cat
49033,cat
36417,dog
13475,truck
38049,cat
19111,bird
33128,airplane
38341,airplane
16458,ship
11919,truck
42153,dog
32505,cat
36909,frog
29204,automobile
44140,cat
27062,ship
3394,deer
44687,automobile
32158,horse
12795,horse
46111,cat
26516,horse
2676,airplane
21222,truck
41397,truck
46601,frog
47964,cat
37741,dog
20111,ship
41918,cat
18944,truck
26876,truck
41245,truck
1681,ship
16750,deer
23452,frog
23393,dog
42856,truck
47802,cat
46925,dog
49140,horse
9271,truck
3282,bird
896,cat
38880,cat
12286,deer
33961,airplane
27590,truck
30880,automobile
15425,frog
15369,truck
30682,deer
28064,airplane
9724,ship
48886,bird
38794,truck
3286,automobile
43029,frog
48150,horse
44037,truck
46147,dog
6359,dog
33760,frog
26628,truck
46655,truck
9408,automobile
17703,bird
15260,deer
13825,cat
31947,ship
12314,deer
31014,cat
26086,frog
49721,dog
26570,frog
49698,ship
4059,deer
13631,cat
41927,truck
13230,airplane
16206,truck
2599,airplane
14796,automobile
23254,cat
29769,cat
46328,truck
9721,cat
40474,deer
37044,automobile
38134,ship
36665,cat
28733,frog
46405,frog
27596,frog
45895,deer
43224,horse
41009,ship
16999,frog
1897,horse
3197,bird
15866,ship
33538,ship
38199,airplane
28681,bird
22310,horse
32470,horse
15329,ship
20039,bird
25157,horse
39935,truck
16326,automobile
8149,bird
40849,deer
452,frog
35903,dog
4243,bird
39370,deer
22007,bird
18023,horse
44397,dog
38929,truck
13036,bird
20073,horse
48105,horse
12348,truck
8928,horse
6195,horse
33608,cat
38574,bird
3275,bird
8051,dog
15090,dog
34733,dog
33778,bird
744,automobile
32335,frog
31337,horse
26059,bird
3774,automobile
18954,airplane
48394,ship
2008,bird
26256,dog
14790,deer
372,airplane
14052,deer
28881,cat
11579,cat
20607,airplane
24325,truck
2587,ship
25653,automobile
44352,bird
8013,truck
37451,deer
2236,deer
17392,cat
20994,frog
3343,truck
22285,deer
5725,bird
13623,horse
38695,ship
34176,truck
13127,horse
25092,truck
15749,automobile
19448,cat
8400,ship
29428,frog
44839,dog
801,bird
33450,bird
45623,frog
23263,horse
9927,cat
22846,bird
13426,ship
11008,automobile
24533,dog
13552,dog
8167,bird
45107,airplane
42524,bird
42669,horse
32815,ship
10169,automobile
44209,bird
31360,horse
41443,dog
45369,dog
3854,dog
24357,airplane
43825,truck
34841,deer
3633,dog
17989,frog
10344,airplane
5180,deer
15688,truck
27713,horse
36307,horse
23373,cat
17498,cat
11830,automobile
37416,cat
30552,deer
16781,cat
13167,automobile
9389,dog
5875,airplane
36290,airplane
1122,cat
10150,truck
42044,bird
10738,dog
39748,bird
1649,truck
24360,frog
15576,dog
6310,cat
35603,dog
15397,airplane
44762,deer
27097,cat
16349,horse
30917,ship
26413,airplane
11978,ship
20001,ship
31755,cat
6162,automobile
5409,truck
27383,automobile
15317,frog
28031,horse
47859,frog
3842,frog
45071,automobile
39152,cat
47949,bird
41556,ship
23908,ship
40055,cat
18157,dog
28600,ship
16318,truck
45643,automobile
2782,cat
37350,truck
36584,bird
16164,truck
15168,horse
27944,dog
32965,truck
18573,airplane
36796,cat
25049,automobile
36116,truck
43776,airplane
27229,automobile
33074,deer
25007,cat
17002,horse
35337,horse
6431,cat
11041,cat
32550,truck
34327,frog
22218,automobile
46576,bird
41322,bird
42236,airplane
19759,deer
41154,automobile
18499,truck
23468,truck
3620,dog
4963,deer
44765,airplane
26451,automobile
29704,automobile
18981,ship
12663,truck
13778,bird
20062,bird
39602,airplane
16024,automobile
47500,frog
49249,bird
46681,airplane
15590,bird
41578,bird
30308,deer
22261,frog
25129,ship
10459,automobile
7648,airplane
41887,dog
39354,automobile
19310,ship
23659,cat
39717,airplane
27963,airplane
41919,cat
42996,bird
46076,frog
4399,bird
30238,bird
10825,automobile
30460,cat
25226,ship
20495,automobile
19233,airplane
25301,automobile
26196,ship
24600,horse
28130,truck
47521,airplane
6942,frog
45470,dog
30354,deer
37691,airplane
34396,truck
22328,horse
17205,frog
8447,frog
11863,deer
43323,horse
32539,airplane
29212,horse
17177,truck
19589,frog
20091,dog
18883,bird
25428,bird
20921,cat
44070,frog
47319,deer
41788,truck
38617,horse
21476,frog
14472,truck
23943,cat
42960,horse
24345,dog
7086,horse
40982,deer
47806,airplane
7347,cat
40280,automobile
13046,dog
19069,cat
31281,bird
45207,dog
18723,frog
14387,cat
24985,ship
2212,horse
30268,airplane
3922,truck
4896,bird
36590,horse
31533,bird
26021,frog
24100,cat
21865,cat
459,deer
42592,truck
49429,dog
26040,truck
8663,dog
43006,dog
4324,deer
25444,cat
17926,frog
6811,frog
44010,truck
9683,ship
13911,truck
3088,cat
29341,ship
45855,cat
5925,airplane
26877,cat
26836,horse
15704,deer
13965,airplane
29770,dog
16473,bird
41202,ship
19438,dog
48016,bird
17280,automobile
24008,bird
43589,frog
22995,cat
45507,horse
40035,automobile
29046,truck
42046,bird
10824,horse
30447,automobile
42502,cat
1365,automobile
31209,automobile
45312,deer
18856,bird
11281,airplane
47968,truck
22006,deer
10157,horse
32152,bird
34090,ship
35118,frog
1521,automobile
11548,truck
5293,frog
29464,dog
31866,airplane
36769,frog
13360,dog
46978,cat
30293,frog
36831,dog
9598,bird
40012,bird
31098,ship
7076,cat
23,frog
40615,ship
35913,ship
28111,automobile
6760,horse
12173,ship
7128,truck
14365,bird
47495,cat
3411,dog
37135,frog
3146,deer
44783,ship
29803,frog
37078,frog
44561,horse
39962,horse
17838,horse
30747,bird
17456,cat
33817,deer
5029,airplane
23882,frog
18061,deer
10327,airplane
28358,bird
38788,deer
45420,airplane
39716,ship
877,deer
5039,deer
9652,ship
47849,cat
27049,airplane
21289,airplane
3427,dog
40592,deer
39107,ship
40278,deer
4646,airplane
4036,frog
9089,automobile
9254,airplane
37812,bird
29747,ship
41531,deer
9597,airplane
29340,frog
42540,automobile
17071,bird
13840,automobile
1121,cat
60,cat
23936,cat
37213,bird
37765,frog
12210,airplane
2703,bird
18192,bird
28876,deer
28097,automobile
41374,ship
36786,bird
3726,airplane
23031,frog
17381,bird
19246,cat
43882,dog
29937,cat
43475,truck
12787,cat
37772,ship
48025,airplane
16620,cat
1158,dog
35598,bird
26586,truck
9245,truck
20792,horse
24674,frog
15118,horse
29615,horse
44926,airplane
28452,truck
28376,deer
20032,dog
25817,airplane
11230,airplane
8415,ship
26339,ship
48816,horse
31729,airplane
23448,deer
3467,airplane
37071,truck
16146,horse
21900,deer
520,ship
14361,bird
117,airplane
21567,deer
29088,bird
32156,cat
20592,cat
18748,bird
34169,airplane
28187,deer
5124,bird
48944,ship
8317,horse
19033,deer
5743,deer
30382,dog
1113,truck
25953,horse
26770,truck
43742,deer
39569,frog
3459,frog
46359,automobile
19972,automobile
37022,frog
4828,cat
48411,cat
28512,truck
47841,cat
6586,cat
30771,ship
15933,horse
22141,truck
9007,cat
34567,bird
29110,cat
21389,horse
1630,airplane
21842,bird
27040,horse
28963,deer
5614,dog
9625,cat
11022,deer
48874,bird
36519,cat
40596,automobile
749,airplane
31186,dog
14525,automobile
28935,bird
17861,automobile
5867,ship
45891,ship
37053,ship
32856,frog
3269,ship
44739,dog
49700,deer
24456,ship
3748,dog
39915,airplane
73,frog
6838,cat
33620,frog
17915,deer
28412,dog
32682,automobile
44081,automobile
42298,frog
27220,dog
30591,dog
36283,frog
18997,ship
20053,ship
13784,frog
47354,bird
23892,airplane
14519,automobile
3650,horse
3780,automobile
9484,ship
6544,airplane
25755,ship
36700,bird
11750,horse
25249,dog
15592,dog
22597,automobile
41851,horse
43625,frog
25476,frog
24214,frog
10043,ship
15901,airplane
30231,deer
23401,truck
22519,ship
10686,horse
4193,airplane
32185,dog
16679,bird
33274,deer
41025,bird
30142,airplane
38913,cat
8510,frog
38167,frog
35655,truck
6820,automobile
38253,horse
11182,frog
14038,ship
49763,cat
23327,cat
26045,cat
16058,bird
3290,cat
48691,ship
2371,horse
2012,cat
21924,truck
48418,bird
31562,dog
33673,truck
41020,airplane
12241,frog
20769,dog
10687,airplane
42254,truck
39063,bird
23260,horse
6679,automobile
33300,horse
8558,frog
37994,truck
31340,airplane
13347,truck
3603,truck
39868,frog
256,automobile
44183,truck
26080,dog
26321,automobile
3946,deer
1761,frog
19365,bird
45004,automobile
2443,deer
16038,automobile
38535,frog
22282,bird
21292,truck
35248,dog
5414,dog
38933,cat
3712,horse
14428,ship
21366,bird
12581,deer
41350,cat
22612,cat
13191,dog
48007,dog
23640,dog
35925,horse
11434,bird
16191,cat
11227,deer
46555,airplane
5542,cat
5086,frog
29550,dog
25603,bird
14902,ship
8720,horse
33571,ship
11116,bird
19995,cat
4440,cat
47998,cat
46324,automobile
45255,frog
7804,cat
2216,truck
34936,dog
13658,truck
34418,airplane
39483,cat
43688,automobile
14491,deer
28544,truck
40060,truck
33773,automobile
36407,deer
45539,truck
44919,bird
25710,frog
17496,dog
43668,airplane
26090,frog
1829,horse
8032,ship
12370,frog
45748,horse
7519,dog
24201,automobile
2323,airplane
37697,deer
29787,ship
26229,frog
6421,automobile
21429,dog
14816,deer
26240,ship
41102,deer
56,bird
34962,frog
40313,truck
13988,deer
29663,cat
20685,dog
11597,cat
5746,frog
13925,automobile
25224,frog
26430,frog
42285,horse
45766,frog
31608,automobile
46159,horse
10302,airplane
33151,horse
9380,airplane
45585,automobile
44696,frog
6764,horse
22262,automobile
1435,airplane
11369,ship
32585,automobile
19626,truck
31187,truck
6264,cat
12099,dog
40681,airplane
40387,automobile
28122,cat
3135,cat
3673,truck
34081,automobile
24535,airplane
32840,airplane
13420,airplane
43346,dog
2006,automobile
43678,horse
37299,bird
11119,deer
33415,airplane
28500,ship
41968,truck
40532,deer
9950,deer
4901,horse
4014,automobile
12769,dog
7514,automobile
27818,deer
5713,bird
34171,cat
41129,truck
34938,horse
18504,bird
49480,ship
6007,truck
49221,ship
2654,frog
23076,truck
41622,frog
12030,airplane
34149,frog
16425,frog
4198,cat
32560,dog
46857,frog
41829,dog
667,truck
9203,deer
19550,truck
39383,bird
46451,bird
20659,airplane
46705,ship
30334,bird
47971,cat
18842,deer
48210,airplane
13339,ship
36547,automobile
36632,deer
26927,deer
3589,frog
19852,ship
9178,truck
3596,dog
27576,truck
10325,dog
385,cat
34587,truck
6239,ship
27174,deer
25027,dog
41951,ship
43096,bird
43519,automobile
39636,truck
12155,deer
4252,horse
28663,bird
30277,truck
28019,automobile
42835,automobile
16702,dog
32284,airplane
5889,airplane
49294,horse
1393,ship
12753,bird
13927,dog
7270,deer
42091,bird
3996,dog
16339,automobile
7246,truck
26983,bird
48398,dog
20778,automobile
21715,truck
45179,dog
35706,automobile
44354,horse
19378,truck
4552,ship
29259,truck
24485,automobile
6001,frog
22405,frog
2283,deer
8816,frog
27566,horse
39017,truck
24306,cat
3824,frog
31181,dog
17986,horse
15966,truck
47678,airplane
14317,deer
1471,airplane
33228,ship
7920,bird
46017,bird
23099,horse
2022,airplane
11515,airplane
42585,frog
4057,bird
12958,truck
10343,truck
20353,ship
7880,automobile
25122,frog
16016,airplane
24359,cat
17487,airplane
20147,frog
37620,airplane
36772,airplane
33018,dog
6106,dog
26292,horse
33767,truck
48285,truck
5132,bird
46184,bird
48760,horse
49655,ship
2088,bird
18709,dog
31924,cat
18558,truck
3389,dog
29283,frog
45300,deer
7755,frog
25646,frog
5523,frog
22940,airplane
1152,ship
37431,horse
20044,dog
37186,bird
43315,bird
38775,deer
35066,bird
5224,frog
26938,automobile
36466,bird
27285,automobile
8052,dog
49638,truck
39199,ship
713,deer
10091,automobile
17999,airplane
7577,bird
20812,automobile
18246,dog
31524,automobile
7059,deer
21671,dog
48117,truck
23962,truck
6672,truck
350,airplane
9619,deer
42364,dog
21018,cat
9041,cat
29308,airplane
42883,cat
36545,frog
2553,ship
194,ship
6246,truck
37453,truck
20617,automobile
48996,automobile
13232,deer
35093,cat
31574,horse
27130,automobile
14258,frog
12229,automobile
47877,truck
25153,frog
2745,bird
26478,deer
25898,truck
39260,horse
27871,ship
46679,airplane
40089,deer
1621,bird
38054,airplane
16194,ship
41925,frog
20562,frog
26636,truck
34292,horse
12616,ship
11719,cat
41903,ship
48608,frog
41683,airplane
37187,horse
26437,cat
774,ship
23521,frog
47439,horse
47189,deer
32155,horse
23391,frog
25173,bird
38868,ship
37803,horse
10160,airplane
38361,cat
39385,cat
46736,ship
39746,automobile
6148,horse
36822,frog
41936,ship
18841,ship
7836,cat
15937,truck
45036,airplane
26199,ship
31277,horse
8825,dog
9572,horse
10087,deer
38988,ship
14096,horse
3924,truck
25141,airplane
21243,truck
43079,bird
34107,airplane
7624,deer
31012,automobile
3175,dog
18325,cat
8819,horse
45827,frog
15274,automobile
5802,truck
41764,bird
11049,frog
14821,cat
29130,deer
9405,bird
24564,ship
34572,automobile
38447,automobile
30114,cat
6950,frog
15546,cat
9451,dog
39606,ship
10324,airplane
35089,ship
45230,bird
4566,automobile
43300,deer
4227,ship
6745,bird
25464,automobile
1188,airplane
26450,bird
40430,ship
45351,frog
34798,dog
1755,dog
18497,bird
1584,horse
31702,deer
13306,ship
15780,automobile
27104,bird
7006,automobile
31308,bird
13405,ship
14238,cat
3602,automobile
49440,airplane
19236,horse
4748,horse
21664,bird
48545,truck
49538,frog
36317,bird
24962,cat
16021,deer
13974,automobile
34297,ship
40284,automobile
44344,dog
38200,dog
49452,horse
4221,bird
20010,bird
29907,bird
36402,truck
4499,airplane
22184,deer
16340,cat
22822,horse
43514,bird
46526,dog
19037,ship
18869,frog
18895,dog
17387,ship
21938,frog
28336,automobile
5831,dog
4043,dog
29851,ship
44156,truck
43972,cat
5810,horse
6371,airplane
7066,cat
15443,frog
6201,cat
15442,deer
43760,dog
1946,horse
23931,bird
16923,deer
15667,deer
15438,automobile
43865,frog
34544,frog
24462,bird
26479,frog
26283,bird
11307,ship
18024,horse
14925,cat
25857,automobile
33284,dog
16222,bird
10525,ship
2685,frog
44811,truck
1522,dog
22048,dog
2426,cat
45401,deer
5909,deer
31323,automobile
32632,airplane
32525,cat
29802,automobile
25939,ship
4730,horse
36594,automobile
7326,horse
27436,truck
2209,truck
1516,ship
49288,truck
17539,bird
37029,deer
8078,bird
4944,deer
19092,bird
17688,truck
234,airplane
5096,frog
39666,cat
29773,airplane
13493,bird
43017,truck
16696,bird
22570,horse
10667,horse
43068,truck
24348,ship
35267,ship
47610,ship
39906,automobile
13370,ship
33385,ship
20205,cat
17372,truck
24520,frog
33584,horse
37475,horse
14570,bird
23321,airplane
23036,airplane
14811,deer
40533,cat
7935,ship
6119,frog
43173,deer
40751,truck
22287,airplane
20950,ship
1958,ship
40449,airplane
24420,deer
40936,automobile
44705,cat
26250,horse
16127,deer
16426,ship
37159,horse
46704,deer
28798,deer
42787,airplane
47456,horse
42989,bird
42556,horse
14116,cat
21511,cat
21606,airplane
1003,cat
22692,bird
27175,automobile
46623,frog
28035,cat
11946,deer
33543,airplane
13818,airplane
30501,dog
24247,truck
36703,frog
47986,truck
49796,automobile
28145,dog
41678,airplane
39067,dog
20624,frog
2344,bird
7328,airplane
6416,deer
36183,deer
31578,frog
18597,frog
42396,truck
29403,dog
11980,airplane
29885,airplane
7729,automobile
21875,airplane
49287,automobile
6091,airplane
274,truck
19146,deer
45018,ship
33324,bird
18008,automobile
20236,horse
13585,cat
26781,truck
27552,truck
37407,ship
27314,deer
21572,truck
33511,airplane
16011,airplane
5519,horse
27253,ship
48456,truck
34588,truck
4420,dog
12771,horse
16423,ship
34949,airplane
36975,ship
9659,automobile
22508,cat
41886,truck
7748,airplane
26078,automobile
40742,airplane
20655,deer
43335,ship
16433,cat
35938,cat
8869,airplane
19396,airplane
34331,cat
24734,cat
6680,ship
44085,cat
29879,frog
999,cat
49552,ship
49171,cat
42673,truck
605,airplane
39286,dog
29071,deer
28574,horse
531,truck
7602,dog
20711,airplane
42899,ship
46849,truck
12652,bird
21484,ship
46093,frog
33619,horse
26264,bird
12389,automobile
9112,cat
26948,horse
45285,truck
15331,truck
49681,dog
17821,ship
36689,frog
49301,truck
10204,frog
29031,ship
7041,truck
41242,automobile
8099,airplane
3496,dog
31251,ship
34173,cat
45005,airplane
3293,airplane
47959,bird
11415,horse
9952,ship
32486,horse
21098,frog
4794,horse
10961,cat
3058,cat
43957,dog
23248,deer
27708,truck
35453,dog
40719,deer
18805,horse
38489,bird
11075,deer
25808,airplane
6548,bird
34915,cat
16333,automobile
18615,airplane
7048,bird
42954,cat
44065,horse
33866,truck
42174,truck
4101,automobile
25124,ship
33888,truck
5400,dog
10571,deer
8137,airplane
48249,cat
36124,dog
27254,bird
47714,ship
13538,frog
1367,deer
33318,ship
45080,bird
12748,ship
8903,dog
36272,truck
17798,dog
35265,automobile
33267,deer
19301,horse
46860,automobile
33293,automobile
2030,automobile
15070,automobile
800,airplane
8961,dog
30298,airplane
33841,ship
49345,airplane
49352,frog
45175,truck
23285,truck
35750,truck
47059,horse
34089,bird
23435,ship
3982,deer
45441,dog
26298,deer
14669,automobile
496,truck
49397,horse
24127,dog
32417,cat
11605,truck
27437,ship
18788,cat
22542,horse
11443,dog
27112,truck
18939,horse
16914,frog
17732,truck
36614,frog
12018,frog
38866,frog
16312,dog
5274,ship
45455,cat
26851,deer
7285,automobile
47943,cat
44130,ship
19358,ship
116,airplane
29165,frog
44903,truck
9720,horse
13602,cat
47039,dog
29059,bird
7130,ship
43374,frog
2161,ship
35341,frog
37599,dog
23770,dog
49611,horse
45565,airplane
24693,ship
5969,truck
6915,cat
27729,ship
28391,truck
20130,truck
45721,frog
36918,cat
17867,airplane
42875,horse
24090,truck
36132,ship
42938,dog
24778,bird
30878,frog
725,bird
24788,ship
23276,automobile
42913,automobile
27251,cat
34628,airplane
34384,dog
18115,deer
30703,truck
9372,cat
42966,ship
40971,truck
13620,frog
21045,airplane
44996,bird
40279,frog
42840,bird
49962,horse
42759,automobile
16906,deer
13744,ship
20830,automobile
3995,frog
14009,truck
12513,frog
48561,airplane
22990,truck
4544,airplane
5316,truck
42667,automobile
13512,frog
9206,dog
11148,frog
20061,deer
29468,cat
46344,airplane
21250,ship
32433,airplane
13476,truck
32870,frog
2241,dog
22408,dog
22468,cat
20333,frog
37934,frog
27307,automobile
38062,frog
19328,cat
2964,dog
41631,truck
46617,deer
36462,truck
30169,ship
44278,bird
32946,truck
18477,deer
22844,bird
28612,bird
32885,airplane
28162,bird
13308,deer
15047,ship
119,truck
22213,automobile
26847,airplane
29824,horse
18729,ship
45659,truck
49017,bird
32196,dog
5477,truck
26740,dog
43421,deer
29735,ship
42622,airplane
37853,dog
20890,ship
4715,horse
658,truck
41763,airplane
31827,frog
25714,cat
20563,dog
18749,dog
25719,automobile
8199,dog
45095,ship
30315,automobile
25302,deer
46464,automobile
28453,bird
23586,horse
49516,deer
38800,automobile
13281,horse
43773,ship
40381,dog
6412,automobile
37760,frog
12493,airplane
8407,ship
17027,airplane
15885,airplane
31290,bird
37930,automobile
30517,automobile
25447,bird
25836,frog
4868,ship
43354,frog
2735,deer
49123,automobile
47098,ship
7769,cat
13433,frog
33122,bird
6290,deer
12844,deer
19868,automobile
10482,horse
36482,bird
22556,cat
7708,automobile
23264,automobile
43075,frog
37889,ship
34313,dog
35396,deer
3742,airplane
14207,bird
35643,truck
20724,airplane
29448,automobile
32409,horse
19332,deer
9783,deer
39449,ship
10015,dog
25343,horse
27013,cat
33518,frog
1987,dog
12677,automobile
14634,horse
3339,bird
14313,airplane
26263,truck
36484,automobile
44350,dog
1852,deer
24279,truck
19427,deer
45876,bird
2087,truck
43148,deer
18596,frog
35848,automobile
17813,horse
43145,horse
40959,automobile
37216,cat
33271,bird
7969,frog
627,airplane
32144,cat
8136,automobile
45382,deer
38103,bird
7170,ship
48570,ship
33734,frog
45666,deer
49201,frog
47213,ship
309,airplane
29265,automobile
46280,automobile
10066,ship
33921,deer
30643,dog
30746,ship
4316,horse
42812,deer
42403,automobile
8072,frog
12595,automobile
21064,bird
18308,ship
5706,cat
48221,dog
1280,truck
42255,ship
32841,ship
35918,ship
42439,automobile
7941,horse
35721,truck
41112,horse
46544,ship
12820,bird
22789,automobile
1052,frog
12938,dog
35813,horse
10156,bird
31177,truck
23697,bird
35560,frog
47913,airplane
49801,bird
32956,ship
13154,frog
35976,horse
182,horse
17998,horse
12572,dog
29997,dog
38506,horse
34633,frog
11592,ship
9735,bird
34716,airplane
29543,airplane
43556,automobile
46862,truck
6886,automobile
29238,deer
11343,bird
27228,deer
2095,automobile
45160,ship
13587,truck
41035,dog
39348,dog
28889,truck
14356,dog
32009,truck
44245,frog
42062,horse
40628,frog
48036,horse
24851,horse
38796,automobile
8412,bird
30112,bird
24732,truck
43860,automobile
22682,dog
38044,airplane
21489,airplane
20476,automobile
22835,dog
34451,deer
38604,deer
23292,truck
37365,dog
13637,deer
31879,truck
42946,airplane
38371,truck
3950,dog
14679,frog
10211,deer
20351,ship
20965,deer
36257,horse
37217,dog
18633,dog
8993,truck
16096,horse
14331,cat
35404,airplane
40852,airplane
31197,ship
39357,deer
19561,horse
6212,deer
46303,truck
41725,horse
4604,truck
49332,bird
20577,horse
38642,frog
11853,dog
9154,deer
47791,frog
38056,bird
20223,automobile
32820,ship
32685,automobile
870,cat
39847,dog
49139,deer
3111,cat
41150,truck
27835,frog
39305,horse
23502,horse
46523,bird
47580,airplane
18459,automobile
21436,frog
37854,deer
14169,automobile
18404,deer
40221,automobile
45066,horse
48339,deer
8609,horse
36988,horse
34597,automobile
21009,truck
12736,frog
13151,dog
33291,deer
23230,truck
49051,airplane
27456,deer
26291,automobile
20474,airplane
39213,truck
45156,frog
21428,ship
26112,cat
29942,airplane
18999,cat
1109,bird
42369,horse
38958,frog
46904,dog
33494,bird
24095,airplane
20054,dog
3432,dog
8805,deer
25800,automobile
40454,automobile
3207,dog
31674,dog
19244,truck
1135,dog
44890,automobile
20332,automobile
35189,automobile
39854,deer
6996,ship
6317,ship
15817,frog
43305,deer
295,horse
49735,airplane
48705,dog
33687,automobile
29766,automobile
15886,automobile
10192,ship
11115,airplane
32977,dog
28363,automobile
22782,bird
37590,dog
26369,automobile
49019,airplane
19159,bird
10602,airplane
18524,deer
30349,horse
7781,dog
29941,airplane
4491,airplane
49103,ship
33831,truck
27805,dog
35795,cat
49771,cat
32256,dog
41089,frog
20081,cat
36654,dog
11599,ship
12895,automobile
46058,dog
37918,frog
47119,ship
26216,bird
6503,bird
10973,truck
45483,dog
21931,airplane
5984,automobile
9848,frog
10005,ship
13270,deer
12143,horse
37224,cat
32464,ship
38453,automobile
26741,automobile
10954,automobile
37038,horse
15130,cat
43762,frog
41289,ship
48340,truck
45776,deer
22342,horse
25655,truck
20642,frog
16818,cat
37279,bird
41181,horse
37323,airplane
23084,cat
23388,frog
48597,horse
5695,frog
42198,bird
33098,automobile
30867,cat
40174,automobile
